item_id,quality,level,trait,variant,avg,max,min,entry_count,amount_count,suggested_price,sale_avg,sale_entry_count,sale_amount_count
1,0,3,-1,2|6,1,1,1,1,1,,,,
10,1,210,12,3,174,174,174,4,4,,,,
10,2,210,10,3,180,180,180,1,1,,,,
10,2,210,11,3,646.88,700,490,8,8,,,,
10,2,210,12,3,442.2,500,211,5,5,,,,
10,2,210,13,3,498,498,498,1,1,,,,
10,2,210,5,3,900,1000,800,2,2,,,,
10,2,210,8,3,1167,1167,1167,1,1,,,,
10,3,210,11,3,2333.33,3000,1000,6,6,,,,
10,3,210,9,3,3779.57,5150,2825,7,7,,,,
10001,1,210,18,,427.35,1000,144,17,17,292.5,222.86,7,7
10001,1,36,18,,300,300,300,1,1,,,,
10001,2,210,18,,679.26,1500,150,35,35,487.74,310.75,8,8
10001,2,36,18,,300,300,300,1,1,,,,
10001,3,210,18,,1993.33,3500,800,15,15,1410,870,3,3
10001,4,210,18,,51785.71,56250,50000,14,14,45000,,,
10003,1,210,3,,241,241,241,1,1,,,,
10004,2,210,19,,21316.67,30150,16900,3,3,,,,
10005,1,210,1,,958.33,1520,750,9,9,,1000,1,1
10006,1,210,12,4,1000,1000,1000,2,2,,,,
10006,2,210,10,4,700,1000,400,2,2,,,,
10006,2,210,12,4,180,180,180,1,1,,,,
10006,2,210,13,4,2916.67,3000,2500,6,6,,,,
10006,2,210,5,4,390,390,390,1,1,,,,
10006,2,210,8,4,180,180,180,1,1,,180,1,1
10006,2,47,3,4,400,400,400,2,2,,,,
10006,2,48,8,4,400,400,400,2,2,,,,
10006,3,210,10,4,1975,2000,1900,4,4,,,,
10006,3,210,12,4,2166.5,2222,2000,4,4,,,,
10006,3,210,13,4,3725,3725,3725,4,4,,,,
10006,3,210,3,4,3414.67,4550,888,6,6,,,,
10007,3,1,-1,,14258.06,111111,5500,601,601,10011.66,8856.75,24,24
10008,1,210,17,,740.53,1624,144,15,15,224.7,230.13,8,8
10008,1,210,18,,339.64,1000,110,14,14,169.38,186.88,8,8
10008,1,210,19,,639.3,3944,144,10,10,218.93,206,3,3
10008,1,6,18,,48,48,48,2,2,,,,
10008,2,15,18,,66,66,66,1,1,,,,
10008,2,160,18,,348,348,348,2,2,,,,
10008,2,17,18,,69,69,69,2,2,,69,1,1
